name,price_level,rating,user_rating_count,business_status,phone,website,google_maps_url,address,latitude,longitude,primary_type,types,opening_hours,source_label,source_query,source_type,source_area,id
El Megharbel Sheikh Zayed,PRICE_LEVEL_MODERATE,4.3,704,OPERATIONAL,02 37850888,https://elmegharbelgrills.com/en,https://maps.google.com/?cid=10301713208553046666&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Second Al Sheikh Zayed, Giza Governorate 3243502, Egypt",30.042812500000004,30.9809375,restaurant,restaurant; food; point_of_interest; establishment,Monday: 10:00 AM – 11:00 PM | Tuesday: 10:00 AM – 11:00 PM | Wednesday: 10:00 AM – 11:00 PM | Thursday: 10:00 AM – 11:00 PM | Friday: 10:00 AM – 11:00 PM | Saturday: 10:00 AM – 11:00 PM | Sunday: 10:00 AM – 11:00 PM,restaurant,"restaurant in 6th of October City, Giza, Egypt",restaurant,Capital Business Park / Zayed,ChIJFVq1JIxZWBQRigLBFZUJ944
What the truck,PRICE_LEVEL_MODERATE,4.3,568,OPERATIONAL,011 11142516,https://www.whatthetruckegy.com/,https://maps.google.com/?cid=17317869975063281573&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Second Al Sheikh Zayed, Giza Governorate 3243533, Egypt",30.043624299999998,30.9871484,sandwich_shop,sandwich_shop; restaurant; food; point_of_interest; establishment,Monday: 11:00 AM – 3:00 AM | Tuesday: 11:00 AM – 3:00 AM | Wednesday: 11:00 AM – 3:00 AM | Thursday: 11:00 AM – 3:00 AM | Friday: 11:00 AM – 3:00 AM | Saturday: 11:00 AM – 3:00 AM | Sunday: 11:00 AM – 3:00 AM,restaurant,"restaurant in 6th of October City, Giza, Egypt",restaurant,Capital Business Park / Zayed,ChIJKRTWdxtZWBQRpb8MAv1uVfA
Tajin Palace - قصر الطواجن,PRICE_LEVEL_MODERATE,4.3,171,OPERATIONAL,010 70047171,,https://maps.google.com/?cid=1130862981142382730&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"لاسيتيه مول عند خير زمان, XWCQ+VPG عمارة خلف تاكي و الراضي للمكسرات, متفرع من المحور، قسم أول 6 أكتوبر، محافظة الجيزة 3232023, Egypt",29.9721797,30.939331099999997,middle_eastern_restaurant,middle_eastern_restaurant; restaurant; food; point_of_interest; establishment,,restaurant,"restaurant in 6th of October City, Giza, Egypt",restaurant,Sheikh Zayed west,ChIJH6h5--xXWBQRioihyOOhsQ8
Kick zone Cafe,PRICE_LEVEL_MODERATE,4.3,164,OPERATIONAL,011 59220666,,https://maps.google.com/?cid=7847151446797638169&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"2X3P+467, First 6th of October, Giza Governorate 3238059, Egypt",29.9999516,30.9882415,restaurant,restaurant; food; point_of_interest; establishment,Monday: 10:00 AM – 12:00 AM | Tuesday: 10:00 AM – 2:30 AM | Wednesday: 10:00 AM – 12:00 AM | Thursday: 10:00 AM – 2:30 AM | Friday: 10:00 AM – 2:30 AM | Saturday: 10:00 AM – 2:30 AM | Sunday: 10:00 AM – 2:30 AM,restaurant,"restaurant in 6th of October City, Giza, Egypt",restaurant,Sheikh Zayed west,ChIJnYEGV0JXWBQRGdoQNaqu5mw
روستو أهل اكتوبر,PRICE_LEVEL_MODERATE,4.2,13741,OPERATIONAL,012 00001100,,https://maps.google.com/?cid=7081878517000151114&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"First 6th of October, Giza Governorate 3232022, Egypt",29.971061499999998,30.939208599999994,restaurant,restaurant; food; point_of_interest; establishment,Monday: 1:00 PM – 3:00 AM | Tuesday: 1:00 PM – 3:00 AM | Wednesday: 1:00 PM – 3:00 AM | Thursday: 1:00 PM – 3:00 AM | Friday: 1:00 PM – 3:00 AM | Saturday: 1:00 PM – 3:00 AM | Sunday: 10:00 AM – 3:00 AM,restaurant,"restaurant in 6th of October City, Giza, Egypt",restaurant,6 October core,ChIJkebkzQdXWBQRSqBDZP3iR2I
Andrea El Mariouteya New Giza,PRICE_LEVEL_MODERATE,4.2,6053,OPERATIONAL,010 03531000,http://www.andreamariouteya.com/,https://maps.google.com/?cid=5052419225158885587&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"مبنى التصميم الميكانيكى الجديد، New Giza Rd, First 6th of October, Giza Governorate 3293400, Egypt",30.0216696,31.052983400000002,chicken_restaurant,chicken_restaurant; restaurant; food; point_of_interest; establishment,Monday: 12:00 – 11:00 PM | Tuesday: 12:00 – 11:00 PM | Wednesday: 12:00 – 11:00 PM | Thursday: 12:00 – 11:00 PM | Friday: 12:00 – 11:00 PM | Saturday: 12:00 – 11:00 PM | Sunday: 12:00 – 11:00 PM,restaurant,"restaurant in 6th of October City, Giza, Egypt",restaurant,6 October core,ChIJeTM5CutaWBQR0yDzM4TMHUY
Chef el Sham,PRICE_LEVEL_MODERATE,4.2,3979,OPERATIONAL,011 10039840,https://online.fliphtml5.com/tlipa/qpui,https://maps.google.com/?cid=14004364558968178020&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"444 Practical Art Institute St, First 6th of October, محافظة القاهرة‬ 3232645, Egypt",29.9723013,30.9550019,restaurant,chicken_restaurant; restaurant; food; point_of_interest; establishment,Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours,restaurant,"restaurant in 6th of October City, Giza, Egypt",restaurant,6 October core,ChIJW9scROVWWBQRZEVeOl5_WcI
Caracas,PRICE_LEVEL_MODERATE,4.2,3407,OPERATIONAL,010 23311265,https://www.facebook.com/caracasegypt,https://maps.google.com/?cid=12263249975468566870&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Plot 31, Arkan Plaza, First Al Sheikh Zayed, Giza Governorate 3242304, Egypt",30.0201321,31.0035605,lebanese_restaurant,lebanese_restaurant; breakfast_restaurant; restaurant; food; point_of_interest; establishment,Monday: 10:00 AM – 12:00 AM | Tuesday: 10:00 AM – 12:00 AM | Wednesday: 10:00 AM – 12:00 AM | Thursday: 10:00 AM – 12:00 AM | Friday: 10:00 AM – 12:00 AM | Saturday: 10:00 AM – 12:00 AM | Sunday: 10:00 AM – 12:00 AM,restaurant,"restaurant in 6th of October City, Giza, Egypt",restaurant,Sheikh Zayed west,ChIJN6MCEQ5aWBQRVimfE-HQL6o
McDonald's Arkan Plaza,PRICE_LEVEL_MODERATE,4.2,1271,OPERATIONAL,,http://mcdelivery.eg/,https://maps.google.com/?cid=6369015885296029119&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"مول اركان،, Arkan Mall, محور 26 يوليو، أول الشيخ زايد، محافظة الجيزة 3242304, Egypt",30.0186341,31.004922699999998,fast_food_restaurant,fast_food_restaurant; restaurant; food; point_of_interest; establishment,Monday: 8:00 AM – 1:00 AM | Tuesday: 8:00 AM – 1:00 AM | Wednesday: 8:00 AM – 1:00 AM | Thursday: 8:00 AM – 1:00 AM | Friday: 8:00 AM – 1:00 AM | Saturday: 8:00 AM – 1:00 AM | Sunday: 8:00 AM – 1:00 AM,restaurant,"restaurant in 6th of October City, Giza, Egypt",restaurant,Sheikh Zayed west,ChIJn-ZCe9hbWBQRv83jAzRKY1g
McDonald's Palm Strip 6th October,PRICE_LEVEL_MODERATE,4.2,1253,OPERATIONAL,02 21600377,https://www.mcdelivery.eg/,https://maps.google.com/?cid=3804873348459704273&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"East of Somied, beside MUST and Technology, 6 of October غرب سوميد-متفرع من المحور المركزي, جانب جامعة مصر للعلوم و التكنولوجيا-6أكتوبر, First 6th of October, Giza Governorate 3237001, Egypt",29.991367900000004,30.966717799999998,fast_food_restaurant,fast_food_restaurant; restaurant; food; point_of_interest; establishment,Monday: 7:00 AM – 3:00 AM | Tuesday: 7:00 AM – 3:00 AM | Wednesday: 7:00 AM – 3:00 AM | Thursday: 7:00 AM – 3:00 AM | Friday: 7:00 AM – 3:00 AM | Saturday: 7:00 AM – 3:00 AM | Sunday: 7:00 AM – 3:00 AM,restaurant,"restaurant in 6th of October City, Giza, Egypt",restaurant,Sheikh Zayed west,ChIJtWmyb0ZXWBQR0a9KviagzTQ
Akleh - أكله,PRICE_LEVEL_MODERATE,4.2,1010,OPERATIONAL,010 00121001,https://akleh.prepit.app/home?franchise=aklehzayed,https://maps.google.com/?cid=18012716452961280937&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Center al quds, Second Al Sheikh Zayed, Giza Governorate 3245411, Egypt",30.0371579,31.011074400000002,restaurant,lebanese_restaurant; fast_food_restaurant; shawarma_restaurant; middle_eastern_restaurant; restaurant; food; point_of_interest; establishment,Monday: 7:00 AM – 3:00 AM | Tuesday: 7:00 AM – 3:00 AM | Wednesday: 7:00 AM – 3:00 AM | Thursday: 7:00 AM – 3:00 AM | Friday: 7:00 AM – 3:00 AM | Saturday: 7:00 AM – 3:00 AM | Sunday: 7:00 AM – 3:00 AM,restaurant,"restaurant in 6th of October City, Giza, Egypt",restaurant,Capital Business Park / Zayed,ChIJJ00zJaNbWBQRqWOXsi0G-vk
AL Hamra ST. Restaurant - مطعم شارع الحمرا فرع زايد,PRICE_LEVEL_MODERATE,4.2,938,OPERATIONAL,,https://www.facebook.com/ElHamraSTeg/?mibextid=ZbWKwL,https://maps.google.com/?cid=2880086984893334780&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Opposite to Galleria, Chillout Petrol Station, 40 محور 26 يوليو، قسم أول 6 أكتوبر، محافظة الجيزة 3292301, Egypt",30.015425900000004,31.002780599999998,lebanese_restaurant,lebanese_restaurant; restaurant; food; point_of_interest; establishment,Monday: 10:00 AM – 12:00 AM | Tuesday: 10:00 AM – 12:00 AM | Wednesday: 10:00 AM – 12:00 AM | Thursday: 10:00 AM – 12:00 AM | Friday: 10:00 AM – 12:00 AM | Saturday: 10:00 AM – 12:00 AM | Sunday: 10:00 AM – 12:00 AM,restaurant,"restaurant in 6th of October City, Giza, Egypt",restaurant,Sheikh Zayed west,ChIJ7WFNU-VbWBQR_ATLeNof-Cc
McDonald's Glory Mall,PRICE_LEVEL_MODERATE,4.2,919,OPERATIONAL,02 21600377,https://www.mcdelivery.eg/,https://maps.google.com/?cid=4172420513714082314&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"45 El Mahwar El Markazy, next to El Nasr sport mall, 6th October city 45 المحور المركزي -بعد النصر الرياضي, مول-6اكتوبر, First 6th of October, 6th of October City (2), Giza Governorate 3225020, Egypt",29.9605435,30.920834,restaurant,restaurant; food; point_of_interest; establishment,Monday: 7:00 AM – 2:00 AM | Tuesday: 7:00 AM – 2:00 AM | Wednesday: 7:00 AM – 2:00 AM | Thursday: 7:00 AM – 2:00 AM | Friday: 7:00 AM – 2:00 AM | Saturday: 7:00 AM – 2:00 AM | Sunday: 7:00 AM – 2:00 AM,restaurant,"restaurant in 6th of October City, Giza, Egypt",restaurant,Sheikh Zayed west,ChIJZRU0L6xXWBQRChJ7zVlq5zk
Sahraan,PRICE_LEVEL_MODERATE,4.2,599,OPERATIONAL,,,https://maps.google.com/?cid=14785011537980998942&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"63 Al Mehwar Al Markazi Al Nassr St, First 6th of October, Giza Governorate 3232412, Egypt",29.9705828,30.9424086,restaurant,restaurant; food; point_of_interest; establishment,Monday: 10:00 AM – 2:00 AM | Tuesday: 10:00 AM – 2:00 AM | Wednesday: 10:00 AM – 2:00 AM | Thursday: 10:00 AM – 2:00 AM | Friday: 10:00 AM – 2:00 AM | Saturday: 10:00 AM – 2:00 AM | Sunday: 10:00 AM – 2:00 AM,restaurant,"restaurant in 6th of October City, Giza, Egypt",restaurant,6 October core,ChIJbRmdXm1WWBQRHsVo0ajpLs0
Fortina Cafe,PRICE_LEVEL_MODERATE,4.2,515,OPERATIONAL,010 29042147,,https://maps.google.com/?cid=3956901477661041805&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"المحور المركزى،, First Al Sheikh Zayed, Giza Governorate 3244401, Egypt",30.0304105,31.0008883,restaurant,restaurant; food; point_of_interest; establishment,Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours,restaurant,"restaurant in 6th of October City, Giza, Egypt",restaurant,Capital Business Park / Zayed,ChIJa9T2ig9bWBQRjWQ06-286TY
مشويات جيمي للتميز اصول ١٩٧٦,PRICE_LEVEL_MODERATE,4.2,293,OPERATIONAL,010 03641443,,https://maps.google.com/?cid=7807778626783030558&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"طريق وصلة دهشور، الشيخ زايد، الجيزة،، First Al Sheikh Zayed, Giza Governorate 3242001, Egypt",30.014821200000004,30.977134099999994,barbecue_restaurant,barbecue_restaurant; restaurant; food; point_of_interest; establishment,,restaurant,"restaurant in 6th of October City, Giza, Egypt",restaurant,Sheikh Zayed west,ChIJM8fhHslXWBQRHi1KLkvNWmw
Pizza and Pasta Altayebat,PRICE_LEVEL_MODERATE,4.2,272,OPERATIONAL,011 28994811,https://www.elmenus.com/ar/%D8%A7%D9%84%D9%82%D8%A7%D9%87%D8%B1%D8%A9/%D8%A8%D9%8A%D8%AA%D8%B2%D8%A7-%D8%A7%D9%84%D8%B7%D9%8A%D8%A8%D8%A7%D8%AA-y9ra,https://maps.google.com/?cid=3789027492247521601&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"106 Anwar Al Sadat St, First 6th of October, Giza Governorate 3232425, Egypt",29.9687098,30.9407787,restaurant,restaurant; food; point_of_interest; establishment,Monday: 7:00 AM – 3:00 AM | Tuesday: 7:00 AM – 3:00 AM | Wednesday: 7:00 AM – 3:00 AM | Thursday: 7:00 AM – 3:00 AM | Friday: 7:00 AM – 3:00 AM | Saturday: 7:00 AM – 3:00 AM | Sunday: 7:00 AM – 3:00 AM,restaurant,"restaurant in 6th of October City, Giza, Egypt",restaurant,6 October core,ChIJtXWeRl9WWBQRQUma121UlTQ
Wahet Khattab,PRICE_LEVEL_MODERATE,4.1,5799,OPERATIONAL,010 11800005,https://wahetkhattab.com/,https://maps.google.com/?cid=17284253270186655708&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"امام بوابه زايد 3، Waslet Dahshur Rd, First 6th of October, Giza Governorate 3236167, Egypt",30.019165400000002,30.972183,restaurant,restaurant; food; point_of_interest; establishment,Monday: 11:00 AM – 4:00 AM | Tuesday: 11:00 AM – 4:00 AM | Wednesday: 11:00 AM – 4:00 AM | Thursday: 11:00 AM – 4:00 AM | Friday: 11:00 AM – 4:00 AM | Saturday: 11:00 AM – 4:00 AM | Sunday: 11:00 AM – 4:00 AM,restaurant,"restaurant in 6th of October City, Giza, Egypt",restaurant,Sheikh Zayed west,ChIJfygV2tJXWBQR3P9b-cUA3u8
Ahl Alraya Syrian Restaurant,PRICE_LEVEL_MODERATE,4.1,5618,OPERATIONAL,011 43439090,https://www.facebook.com/ahl.alraya.sy?mibextid=9R9pXO,https://maps.google.com/?cid=9901953245397836497&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"6أكتوبر الحي الأول سنتر العربي مقابل مسجد الهدى, قسم أول 6 أكتوبر، 6 October, محافظة الجيزة 12563, Egypt",29.9714661,30.9509952,restaurant,restaurant; food; point_of_interest; establishment,Monday: 8:00 AM – 3:00 AM | Tuesday: 8:00 AM – 3:00 AM | Wednesday: 8:00 AM – 3:00 AM | Thursday: 8:00 AM – 3:00 AM | Friday: 8:00 AM – 3:00 AM | Saturday: 7:00 AM – 3:00 AM | Sunday: 8:00 AM – 3:00 AM,restaurant,"restaurant in 6th of October City, Giza, Egypt",restaurant,6 October core,ChIJfTf3mi5XWBQR0eJ2jgPOaok
McDonald's 6th October Hosary Branch,PRICE_LEVEL_MODERATE,4.1,2699,OPERATIONAL,02 21600377,https://mcdonalds.eg/,https://maps.google.com/?cid=13749967440804434516&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"39, Hosary square, 39 ميدان الحصري, First 6th of October, 6اكتوبر, Giza Governorate 3232412, Egypt",29.971581999999994,30.944150399999998,fast_food_restaurant,fast_food_restaurant; breakfast_restaurant; restaurant; food; point_of_interest; establishment,Monday: 7:00 AM – 12:00 AM | Tuesday: 7:00 AM – 12:00 AM | Wednesday: 7:00 AM – 12:00 AM | Thursday: 7:00 AM – 12:00 AM | Friday: 7:00 AM – 12:00 AM | Saturday: 7:00 AM – 12:00 AM | Sunday: 7:00 AM – 12:00 AM,restaurant,"restaurant in 6th of October City, Giza, Egypt",restaurant,6 October core,ChIJGwWA7WtXWBQRVNJVdomy0b4
Zaki El-Sammak Restaurant,PRICE_LEVEL_MODERATE,4.1,2370,OPERATIONAL,011 11535566,http://menuegypt.com/ar/%D8%B2%D9%83%D9%89-%D8%A7%D9%84%D8%B3%D9%85%D8%A7%D9%83,https://maps.google.com/?cid=6804186823718533215&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"XW5M+PHR, First 6th of October, Giza Governorate 3232211, Egypt",29.9593699,30.9339035,seafood_restaurant,seafood_restaurant; restaurant; food; point_of_interest; establishment,Monday: 12:00 PM – 1:00 AM | Tuesday: 12:00 PM – 1:00 AM | Wednesday: 12:00 PM – 1:00 AM | Thursday: 12:00 PM – 1:00 AM | Friday: 12:00 PM – 1:00 AM | Saturday: 12:00 PM – 1:00 AM | Sunday: 12:00 PM – 2:00 AM,restaurant,"restaurant in 6th of October City, Giza, Egypt",restaurant,6 October core,ChIJgWGaRWRWWBQRX_gitd1TbV4
اولاد طأطأ,PRICE_LEVEL_MODERATE,4.1,1635,OPERATIONAL,02 38506668,http://tataseafood.com/,https://maps.google.com/?cid=10123146947308804737&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"22Q5+2Q7, First Al Sheikh Zayed, Giza Governorate 3245411, Egypt",30.0375447,31.0094358,seafood_restaurant,seafood_restaurant; restaurant; food; point_of_interest; establishment,Monday: 10:00 AM – 2:00 AM | Tuesday: 10:00 AM – 2:00 AM | Wednesday: 10:00 AM – 2:00 AM | Thursday: 10:00 AM – 2:00 AM | Friday: 10:00 AM – 2:00 AM | Saturday: 10:00 AM – 2:00 AM | Sunday: 10:00 AM – 2:00 AM,restaurant,"restaurant in 6th of October City, Giza, Egypt",restaurant,Capital Business Park / Zayed,ChIJPz0Ig55bWBQRgdpri4OkfIw
Papa Johns Pizza,PRICE_LEVEL_MODERATE,4.1,1437,OPERATIONAL,011 44411020,https://www.papajohns.com/international/?utm_source=yext-google-my-business&utm_medium=organic-search&utm_campaign=local-listing,https://maps.google.com/?cid=3830874040857630809&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"6th Of October, Commercial Center, قسم أول 6 أكتوبر، محافظة الجيزة 3290001, Egypt",30.008382999999995,30.983106999999997,pizza_restaurant,pizza_restaurant; fast_food_restaurant; vegetarian_restaurant; meal_takeaway; restaurant; food; point_of_interest; establishment,Monday: 1:00 PM – 3:00 AM | Tuesday: 1:00 PM – 3:00 AM | Wednesday: 1:00 PM – 3:00 AM | Thursday: 1:00 PM – 3:00 AM | Friday: 1:00 PM – 3:00 AM | Saturday: 1:00 PM – 3:00 AM | Sunday: 1:00 PM – 3:00 AM,restaurant,"restaurant in 6th of October City, Giza, Egypt",restaurant,Sheikh Zayed west,ChIJnWwt52dWWBQRWZiVsKT_KTU
Spectra Restaurant & Cafe,PRICE_LEVEL_MODERATE,4.1,1307,OPERATIONAL,010 66602606,http://spectrarestaurant.com/,https://maps.google.com/?cid=3468504426569821164&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"XXG3+WH8 Family mall، السنترال، First 6th of October, Giza Governorate 3233401, Egypt",29.9772865,30.9539677,restaurant,restaurant; food; point_of_interest; establishment,Monday: 11:00 AM – 12:00 AM | Tuesday: 11:00 AM – 12:00 AM | Wednesday: 11:00 AM – 12:00 AM | Thursday: 11:00 AM – 12:00 AM | Friday: 11:00 AM – 12:00 AM | Saturday: 11:00 AM – 12:00 AM | Sunday: 11:00 AM – 12:00 AM,restaurant,"restaurant in 6th of October City, Giza, Egypt",restaurant,6 October core,ChIJqapBVONWWBQR7GuQJ2aaIjA
مطعم البرنس كريش,PRICE_LEVEL_MODERATE,4.1,1094,OPERATIONAL,010 00373319,https://www.prince-krrish.com/,https://maps.google.com/?cid=17901179864872884685&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"1 Generation 2000 School, First 6th of October, Giza Governorate 3232532, Egypt",29.9667902,30.944306800000003,barbecue_restaurant,barbecue_restaurant; restaurant; food; point_of_interest; establishment,Monday: 10:00 AM – 3:00 AM | Tuesday: 10:00 AM – 3:00 AM | Wednesday: 10:00 AM – 3:00 AM | Thursday: 10:00 AM – 3:00 AM | Friday: 10:00 AM – 3:00 AM | Saturday: 10:00 AM – 3:00 AM | Sunday: 10:00 AM – 3:00 AM,restaurant,"restaurant in 6th of October City, Giza, Egypt",restaurant,6 October core,ChIJPa_SBIJXWBQRzZkfGj7Ebfg
مندي أمراء العرب,PRICE_LEVEL_MODERATE,4.1,1063,OPERATIONAL,011 21005800,https://www.facebook.com/share/1EmeFHKDJN/,https://maps.google.com/?cid=7934941344975902543&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"سنتر العربي، شارع Practical Art Institute St, First 6th of October, قسم اول، Giza Governorate 12566, Egypt",29.9713633,30.9509641,restaurant,restaurant; food; point_of_interest; establishment,Monday: 11:00 AM – 12:30 AM | Tuesday: 11:00 AM – 12:30 AM | Wednesday: 11:00 AM – 12:30 AM | Thursday: 11:00 AM – 12:30 AM | Friday: 11:00 AM – 12:30 AM | Saturday: 11:00 AM – 12:30 AM | Sunday: 11:00 AM – 12:30 AM,restaurant,"restaurant in 6th of October City, Giza, Egypt",restaurant,6 October core,ChIJgR9gX_JWWBQRT1fZtByTHm4
Ayla's eatery,PRICE_LEVEL_MODERATE,4.1,541,OPERATIONAL,,https://instagram.com/aylaseatery?utm_medium=copy_link,https://maps.google.com/?cid=13223338661000172562&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Waslet Dahshur Rd, First Al Sheikh Zayed, Giza Governorate 3241104, Egypt",30.025110599999998,30.968592800000003,restaurant,restaurant; food; point_of_interest; establishment,Monday: 9:00 AM – 1:00 AM | Tuesday: 9:00 AM – 1:00 AM | Wednesday: 9:00 AM – 1:00 AM | Thursday: 9:00 AM – 3:00 AM | Friday: 9:00 AM – 3:00 AM | Saturday: 9:00 AM – 1:00 AM | Sunday: 9:00 AM – 1:00 AM,restaurant,"restaurant in 6th of October City, Giza, Egypt",restaurant,Sheikh Zayed west,ChIJHylVjI5ZWBQREtSasXO8grc
رغيف عوف,PRICE_LEVEL_MODERATE,4.1,404,OPERATIONAL,015 51501003,https://www.facebook.com/RegheefOuf/,https://maps.google.com/?cid=16168099315751829994&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"XWRV+CV, First 6th of October, Giza Governorate 3238136, Egypt",29.9997483,30.9889832,restaurant,restaurant; food; point_of_interest; establishment,Monday: 1:00 PM – 2:00 AM | Tuesday: 1:00 PM – 2:00 AM | Wednesday: 1:00 PM – 2:00 AM | Thursday: 1:00 PM – 3:00 AM | Friday: 1:00 PM – 3:00 AM | Saturday: 1:00 PM – 2:00 AM | Sunday: 1:00 PM – 2:00 AM,restaurant,"restaurant in 6th of October City, Giza, Egypt",restaurant,Sheikh Zayed west,ChIJpfeAU91XWBQR6sGfWKqgYOA
Rosto,PRICE_LEVEL_MODERATE,4,5550,OPERATIONAL,010 23332733,,https://maps.google.com/?cid=16282652045215454960&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"2XVQ+M38, Unnamed Road, Second Al Sheikh Zayed, Giza Governorate 3243533, Egypt",30.0437545,30.987035699999996,restaurant,restaurant; food; point_of_interest; establishment,Monday: 12:30 PM – 2:00 AM | Tuesday: 12:30 PM – 2:00 AM | Wednesday: 12:30 PM – 2:00 AM | Thursday: 12:30 PM – 2:00 AM | Friday: 12:30 PM – 2:00 AM | Saturday: 12:30 PM – 2:00 AM | Sunday: 12:30 PM – 2:00 AM,restaurant,"restaurant in 6th of October City, Giza, Egypt",restaurant,Capital Business Park / Zayed,ChIJsRxj2ERbWBQR8NZaFMSZ9-E
Karam Alsham,PRICE_LEVEL_MODERATE,4,2508,OPERATIONAL,012 72162146,,https://maps.google.com/?cid=15271164726639669358&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"First 6th of October, Giza Governorate 3232030, Egypt",29.9736875,30.944562500000004,chicken_restaurant,chicken_restaurant; restaurant; food; point_of_interest; establishment,,restaurant,"restaurant in 6th of October City, Giza, Egypt",restaurant,6 October core,ChIJ2YcBJTlXWBQRbjDVpWgT7tM
El Menofy El Kababgy - Hafez El Menoufy October Branch,PRICE_LEVEL_MODERATE,4,2450,OPERATIONAL,011 12546531,,https://maps.google.com/?cid=8331384754220081555&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"357 Al Mehwar Al Markazi Al Nassr St, First 6th of October, Giza Governorate 12596, Egypt",29.968456399999997,30.939242,restaurant,restaurant; food; point_of_interest; establishment,Monday: 12:00 PM – 2:00 AM | Tuesday: 12:00 PM – 2:00 AM | Wednesday: 12:00 PM – 2:00 AM | Thursday: 12:00 PM – 2:00 AM | Friday: 12:00 PM – 2:00 AM | Saturday: 12:00 PM – 2:00 AM | Sunday: 12:00 PM – 2:00 AM,restaurant,"restaurant in 6th of October City, Giza, Egypt",restaurant,6 October core,ChIJG8WY3_lWWBQRk6Fk2koGn3M
